,id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
20435,26644,55,1,118366,12,7,2,4,0,1,1,1,1,11,0
20436,1756,28,2,57093,1,10,2,6,0,0,0,1,1,46,0
20437,12867,36,3,133936,0,14,1,6,1,0,0,1,1,41,0
20438,27465,46,2,262803,0,14,2,1,4,0,1,1,1,41,0
20439,7254,33,2,199964,2,8,1,9,2,0,1,1,1,41,0
20440,14777,34,2,213723,1,10,1,7,1,0,0,1,1,36,34
20441,11450,39,1,230330,1,10,1,5,1,0,0,1,1,49,0
20442,5414,38,2,172847,5,11,1,5,1,0,0,1,1,46,0
20443,4859,19,1,40294,1,10,0,8,5,0,0,1,1,41,0
20444,21430,53,4,35093,9,17,1,1,1,0,0,1,1,41,0
20445,9486,24,2,432481,0,14,0,1,0,0,0,1,1,61,0
20446,10190,41,2,316821,8,5,1,5,1,0,0,4065,1,41,0
20447,27506,45,2,43712,0,14,0,4,0,0,0,1,1,49,0
20448,12207,38,2,49688,0,14,2,6,0,0,0,1,1981,41,0
20449,29653,35,2,185557,5,11,0,3,0,0,1,1,1,13,0
20450,15503,76,5,152520,9,17,6,3,0,0,0,25125,1,21,0
20451,30524,21,2,286735,5,11,0,0,0,4,1,1,1,36,0
20452,30055,41,5,132223,1,10,1,1,1,0,0,1,1,41,0
20453,5446,52,2,144285,1,10,1,7,1,0,0,1,1,41,0
20454,19817,53,5,260939,5,11,1,1,1,0,0,1,1,61,0
20455,27825,45,2,35911,0,14,1,1,1,0,0,1,1903,57,0
20456,3183,41,2,291193,1,10,6,5,0,0,1,1,1,41,0
20457,5062,23,2,124484,0,14,0,10,0,2,0,1,2340,41,3
20458,31982,31,4,169021,0,14,1,3,1,0,0,1,1,41,0
20459,30062,35,2,140572,7,12,2,10,4,1,1,1,1,41,0
20460,20821,43,2,196798,1,10,0,7,4,1,1,1,1,39,0
20461,1989,31,2,181993,5,11,0,5,0,1,1,1,1,36,0
20462,18025,28,2,42735,5,11,0,4,0,0,0,1,1,26,0
20463,6705,29,2,70241,3,15,0,5,3,2,1,1,1,37,12
20464,23527,61,2,109531,7,12,1,10,1,0,0,7299,1,41,0
20465,28159,63,4,115764,3,15,1,3,2,0,1,1,1,41,0
20466,13115,44,2,168413,1,10,1,5,5,0,1,1,1,45,14
20467,23148,20,0,282722,5,11,0,4,0,1,0,1,1,13,0
20468,20447,38,2,344481,5,11,1,6,1,0,0,1,1,66,0
20469,8496,48,2,358383,5,11,4,3,0,1,0,1,1,41,0
20470,17611,29,1,104618,8,5,0,4,5,0,1,1,1,100,4
20471,11182,42,2,108682,5,11,1,0,2,0,1,1,1,41,0
20472,11555,29,0,200069,0,14,0,0,0,4,1,1,1,41,0
20473,16366,43,2,190768,7,12,2,10,4,0,1,1,1,41,0
20474,22137,29,2,176684,7,12,1,10,1,0,0,1,1,71,0
20475,8145,67,2,48035,1,10,1,7,1,0,0,1,1,17,0
20476,10034,51,2,176241,5,11,1,5,1,0,0,1,1,51,0
20477,10526,24,0,502317,0,14,0,3,0,0,1,1,1,41,0
20478,12944,46,4,111995,3,15,1,3,1,0,0,1,1,41,0
20479,12596,29,2,205338,1,10,1,6,1,0,0,1,1,41,0
20480,9065,34,2,156465,12,7,0,8,0,0,0,1,1,41,0
20481,17933,39,2,239398,8,5,1,6,1,0,0,1,1,37,4
20482,16322,40,2,151249,5,11,2,5,5,0,1,1,1,36,0
20483,23543,33,4,199540,5,11,1,11,1,0,0,1,1,41,0
20484,16660,27,2,215385,0,14,0,1,0,0,0,1,1975,56,0
20485,15910,35,4,432205,6,13,1,4,1,0,0,1,1,81,0
20486,6042,44,5,150534,1,10,1,5,1,0,0,1,1,69,0
20487,19515,81,4,20102,1,10,6,4,4,3,1,1,1,33,0
20488,10809,57,2,89699,1,10,6,0,0,1,1,1,1,41,0
20489,7835,43,4,19701,0,14,1,3,2,0,1,1,1,51,0
20490,3930,29,2,424341,5,11,0,0,3,1,0,1,1,41,0
20491,21183,64,2,181154,1,10,1,5,1,0,0,1,1,36,0
20492,8627,71,2,145420,1,10,6,0,4,0,1,1,1,6,0
20493,5819,29,2,181292,5,11,1,4,3,0,1,7689,1,41,0
20494,23651,58,2,170412,0,14,1,11,1,0,0,1,1,41,0
20495,14542,29,1,146736,9,17,1,3,1,0,0,1,1,51,0
20496,19652,27,2,557237,1,10,0,7,0,0,0,1,1,41,0
20497,7485,38,2,216846,14,2,1,8,1,0,0,1,1,41,4
20498,4476,22,2,51986,1,10,0,6,0,0,0,1,1,41,0
20499,9378,54,2,193721,5,11,1,1,1,0,0,1,1978,41,0
20500,4679,22,2,123728,1,10,0,1,5,0,1,1,1,41,0
20501,27842,25,2,227595,5,11,0,5,3,0,1,1,1,21,0
20502,8288,65,2,200518,1,10,1,0,1,0,0,1,1,40,0
20503,18963,32,2,257864,5,11,2,4,0,0,1,1,1,16,0
20504,32256,42,2,182109,9,17,0,9,0,0,1,1,1,41,0
20505,9550,23,2,115893,2,8,0,4,0,0,0,1,1,41,0
20506,2779,41,2,174396,1,10,2,4,0,0,0,1,1,61,34
20507,9666,29,2,380391,0,14,1,1,1,0,0,1,1,51,0
20508,13037,61,5,137734,12,7,1,1,1,0,0,1,1978,45,0
20509,32229,23,2,254548,5,11,0,1,4,1,1,1,1,41,2
20510,13870,57,2,257556,5,11,1,5,1,0,0,1,1,41,0
20511,11548,48,4,37673,0,14,1,3,2,0,1,1,1,46,0
20512,20924,31,2,154883,10,16,6,4,0,0,0,1,1,36,0
20513,2449,26,2,345122,12,7,4,4,3,0,1,1,1,26,0
20514,2558,46,5,81535,1,10,0,5,4,2,0,1,1,41,0
20515,1925,59,2,277204,1,10,1,7,1,0,0,1,1,39,0
20516,2897,49,2,157093,5,11,1,7,1,1,0,1,1,41,0
20517,7588,61,1,168224,0,14,2,3,0,0,1,1,1,31,0
20518,9621,26,2,211098,11,4,2,4,4,4,1,1,1,21,7
20519,6915,63,5,197061,7,12,1,1,1,0,0,1,1,51,0
20520,4388,30,2,37216,1,10,1,6,1,0,0,1,1,56,0
20521,20232,41,2,137305,0,14,2,0,0,1,1,1,1,41,0
20522,12120,40,2,355469,1,10,1,5,1,0,0,1,1888,47,0
20523,1845,21,4,224230,5,11,0,1,0,0,1,1,1,36,0
20524,1966,22,2,227221,1,10,0,4,5,0,1,1,1,34,0
20525,19683,39,2,260998,5,11,1,9,1,1,0,1,1,41,0
20526,3768,24,4,49297,5,11,3,3,3,1,0,1,1,41,0
20527,28582,50,1,192204,4,6,1,6,1,0,0,1,1,41,9
20528,379,39,2,172928,1,10,1,5,1,0,0,1,1,51,0
20529,9507,25,2,113467,1,10,0,5,0,0,0,1,1,41,0
20530,22992,41,2,694813,5,11,0,6,0,0,0,1,1,41,0
20531,3035,62,2,208920,3,15,1,5,1,0,0,1,1,61,0
20532,16392,58,2,233383,3,15,0,1,0,0,0,1,1,41,1
20533,10921,21,2,403520,1,10,0,4,0,0,0,1,1720,34,0
20534,2984,29,2,115972,5,11,2,0,4,0,1,1,1,41,0
20535,1654,57,1,177369,5,11,1,11,1,0,0,1,1,51,0
20536,6066,38,2,269723,1,10,0,0,3,0,0,1,1,39,0
20537,17615,36,2,166194,1,10,2,9,3,0,0,1,1,41,0
20538,15003,36,2,335705,6,13,1,5,1,0,0,1,1,61,0
20539,18344,27,2,463195,1,10,1,6,1,0,0,1,1,41,0
20540,15110,19,2,143451,5,11,0,2,3,1,0,1,1,21,0
20541,23429,37,2,215393,7,12,1,3,2,0,1,1,1,41,0
20542,2668,38,1,243588,5,11,4,4,3,0,1,1,1,41,1
20543,14702,28,2,168139,1,10,0,10,0,0,0,1,1,46,0
20544,5582,25,4,174414,0,14,0,3,0,0,1,1,1975,41,0
20545,22208,36,1,462833,1,10,1,6,2,1,1,1,1,41,0
20546,2595,37,2,238803,1,10,1,9,1,0,0,1,1,49,0
20547,15452,65,2,119507,1,10,2,4,0,0,1,1,1,16,0
20548,28979,50,5,306290,1,10,1,1,1,0,0,1,1,41,0
20549,3204,27,2,192653,0,14,0,1,0,0,0,1,1,21,0
20550,2899,34,2,202451,1,10,1,9,1,0,0,1,1,41,0
20551,18450,51,5,120782,0,14,1,5,1,2,0,1,1,61,5
20552,22576,34,2,275370,8,5,4,2,0,1,0,1,1,36,21
20553,8705,48,3,746661,0,14,1,1,1,1,0,1,1888,41,0
20554,5140,44,2,245976,4,6,1,0,1,0,0,1,1,85,0
20555,1679,33,2,420896,1,10,1,7,1,0,0,1,1,41,0
20556,27737,35,2,261024,5,11,1,6,1,0,0,1,1652,39,0
20557,3163,54,4,110511,1,10,1,1,2,0,1,1,1,51,0
20558,6132,50,2,239626,3,15,1,1,1,0,0,1,1,41,0
20559,9961,25,2,228396,0,14,0,5,3,1,1,1,1,41,0
20560,31558,37,2,194906,0,14,6,3,4,0,1,1,1,45,0
20561,10010,57,2,231782,1,10,1,5,1,0,0,1,1,41,0
20562,5909,67,1,44713,1,10,1,6,2,0,1,1,1,16,0
20563,28263,20,2,181021,2,8,0,2,5,0,0,1,1,31,0
20564,5349,33,2,144065,1,10,0,0,4,0,0,1,1,41,0
20565,1310,46,3,283038,0,14,1,1,1,0,0,1,1,41,0
20566,19886,32,2,168522,0,14,0,1,0,0,1,1,1,41,0
20567,13626,36,2,183280,1,10,1,6,1,0,0,1,1,41,0
20568,13544,56,1,110845,1,10,1,1,2,0,1,1,1,41,0
20569,9709,26,2,144302,5,11,1,2,1,0,0,1,1,31,0
20570,13485,32,2,215298,1,10,1,6,1,0,0,1,1,46,0
20571,29806,39,2,100376,10,16,1,3,1,0,0,100000,1,61,0
20572,11706,50,2,99341,11,4,4,9,4,0,1,1,1,41,23
20573,30404,32,2,168907,0,14,2,1,0,0,1,1,1,51,0
20574,16267,39,2,247548,7,12,0,0,4,1,1,1,1,41,0
20575,11105,70,2,295426,6,13,1,1,1,0,0,1,1,25,0
20576,8423,47,2,111411,2,8,1,6,1,0,0,1,1,41,0
20577,14233,23,2,289580,0,14,0,1,0,0,1,1,1,41,0
20578,15494,19,2,100864,15,9,0,5,3,0,1,1,1,16,0
20579,8839,44,2,188200,4,6,2,2,4,0,1,1,1,41,0
20580,26010,69,1,166084,1,10,1,1,1,0,0,1,1,41,0
20581,31797,37,2,218016,5,11,1,9,1,0,0,1,1,49,0
20582,21118,21,2,378547,1,10,0,6,3,0,0,1,1,26,0
20583,13248,69,2,168795,14,2,0,9,0,0,0,1,1,11,0
20584,6166,31,2,201123,0,14,1,3,1,0,0,1,1,41,0
20585,2423,25,1,267397,0,14,0,5,0,0,0,1,1,41,0
20586,1865,33,0,181120,0,14,4,3,0,0,1,1,1,41,0
20587,19472,64,2,219541,1,10,2,6,0,0,1,1,1,41,0
20588,1190,57,1,296992,10,16,1,3,1,0,0,1,1,56,8
20589,28436,43,2,118687,5,11,2,3,4,0,1,1,1,21,0
20590,32558,59,2,151911,1,10,6,0,4,0,1,1,1,41,0
20591,2249,31,2,125229,1,10,1,5,1,0,0,1,1,51,0
20592,30674,50,2,125893,1,10,1,5,1,0,0,1,1,41,0
20593,4296,42,2,266511,1,10,0,4,3,0,0,1,1,41,0
20594,10566,51,2,247426,1,10,2,0,0,1,1,1,1,41,0
20595,30396,29,2,275117,12,7,1,7,1,0,0,1,1,41,0
20596,15680,47,1,96261,0,14,2,1,0,0,0,1,1,21,0
20597,29454,36,2,105804,5,11,1,6,1,0,0,1,1,51,0
20598,12785,30,2,226442,5,11,0,0,0,0,1,1,1,41,0
20599,17495,22,2,230249,1,10,0,0,0,0,1,1,1,26,0
20600,25882,41,2,64981,5,11,1,0,1,1,0,1,1,56,0
20601,3292,29,2,614114,5,11,4,0,4,1,1,1,1,31,0
20602,13883,48,2,199278,1,10,1,9,1,0,0,1,1,51,22
20603,4586,22,2,152541,1,10,0,0,0,0,1,1,1,36,0
20604,14401,38,1,352883,1,10,2,1,0,2,1,1,1,71,5
20605,10279,46,2,167382,1,10,2,5,4,0,1,1,1,33,0
20606,1956,69,2,213721,1,10,1,5,1,0,0,1,1,41,0
20607,10791,22,0,82498,5,11,0,0,3,0,1,1,1,21,0
20608,348,27,2,181897,1,10,0,4,3,0,1,1,1,41,0
20609,13032,46,2,168557,5,11,2,9,0,0,0,1,1,41,0
20610,25935,31,1,87562,5,11,0,0,0,0,1,1,1,61,0
20611,31408,28,2,184079,7,12,2,0,4,0,1,1,1,41,0
20612,29249,33,2,206542,7,12,1,10,1,0,0,1,1,46,0
20613,9707,55,5,52566,8,5,1,7,1,0,0,1,1,71,0
20614,8603,46,4,265478,3,15,1,3,1,0,0,1,1,41,25
20615,11352,31,2,351771,4,6,2,4,4,0,1,1,1,39,0
20616,24437,32,2,403469,5,11,4,4,4,0,1,1,1,51,4
20617,16571,60,2,368006,2,8,1,6,1,0,0,1,1,41,0
20618,13418,47,2,125488,7,12,1,10,1,0,0,1,1,41,0
20619,4671,42,2,193883,1,10,1,1,1,0,0,15025,1,66,0
20620,2347,19,2,675422,4,6,0,2,3,0,0,595,1,41,0
20621,13431,78,2,271001,1,10,6,1,0,0,1,1,1,41,0
20622,1923,70,2,172355,7,12,6,0,0,0,1,1849,1,51,0
20623,11597,42,4,183225,3,15,1,3,2,2,1,1,1,41,20
20624,28898,28,2,210499,5,11,1,1,1,0,0,1,1,81,0
20625,1495,31,2,159443,1,10,0,0,0,0,1,1,1,36,38
20626,16091,44,2,186189,5,11,2,1,4,0,1,1,1,46,11
20627,16970,47,2,79875,0,14,1,1,1,0,0,1,1,54,0
20628,7419,91,1,122349,10,16,1,3,1,0,0,20052,1,46,0
20629,4825,38,5,95635,5,11,2,6,4,0,1,1,1,41,9
20630,25952,49,1,115972,1,10,1,5,1,0,0,1,1,51,0
20631,11280,60,1,241298,5,11,6,8,0,0,1,6850,1,41,0
20632,26587,68,2,233023,2,8,6,0,4,0,1,1,1,21,0
20633,6887,43,2,132223,0,14,0,5,3,0,0,1,1,61,0
20634,22826,22,2,166852,1,10,0,9,5,0,0,1,1,41,0
20635,3010,45,5,168846,1,10,1,5,2,0,1,1,1,61,0
20636,28029,33,1,189462,1,10,0,4,0,0,1,1,1,61,0
20637,4760,22,2,224633,0,14,0,0,3,1,1,1,1,39,0
20638,7337,58,1,321457,1,10,1,8,1,0,0,1,1,21,0
20639,27594,27,2,339325,1,10,1,9,1,0,0,1,1,97,0
20640,27453,33,1,205073,1,10,1,7,1,0,0,1,1,49,0
20641,13587,59,0,159022,4,6,1,8,1,0,0,1,1,41,0
20642,22555,42,5,75743,10,16,1,3,1,0,0,1,1,46,24
20643,9131,52,1,74161,3,15,2,3,4,0,0,1,1,61,0
20644,30811,58,3,197876,1,10,2,0,0,0,1,1,1,41,0
20645,21790,34,2,609790,6,13,3,9,4,0,0,1,1,41,0
20646,6369,66,5,224358,1,10,1,5,1,0,0,1,1,41,0
20647,9013,23,2,220427,0,14,0,0,3,0,0,1,1,41,0
20648,15299,46,2,272730,1,10,2,4,0,0,1,1,1,41,0
20649,2047,66,2,444726,10,16,3,6,0,0,0,1,1,49,39
20650,9428,28,2,100080,1,10,0,4,0,2,0,1,1,61,27
20651,26578,22,2,169700,1,10,0,0,0,0,1,1,1,41,0
20652,13969,20,2,170801,5,11,0,4,3,0,0,1,1,21,0
20653,2433,21,2,193131,5,11,0,0,3,0,1,1,1,31,0
20654,15634,28,2,132327,5,11,1,6,1,0,0,1,1,41,0
20655,30851,30,2,289961,1,10,1,9,1,0,0,1,1,49,0
20656,11429,53,4,72037,7,12,1,0,1,0,0,1,1,26,0
20657,1767,55,3,149597,0,14,1,1,2,0,1,1,1,46,0
20658,11236,37,2,114367,6,13,1,1,1,0,0,1,1,51,0
20659,22980,34,2,108329,5,11,0,0,0,0,1,6850,1,51,0
20660,9229,35,2,255831,6,13,2,6,4,1,1,7444,1,41,0
20661,15302,48,3,239322,7,12,1,0,1,0,0,1,1,46,0
20662,13364,31,4,170773,1,10,1,4,1,0,0,1,1,41,0
20663,8615,34,2,67007,12,7,0,9,0,0,1,1,1,46,0
20664,17533,35,4,172665,1,10,1,6,1,0,0,1,1,41,0
20665,1173,21,2,411863,7,12,0,4,0,0,0,1,1,31,0
20666,18556,27,0,147720,0,14,0,3,0,2,0,1,1,21,3
20667,23025,22,2,411069,5,11,0,0,3,0,1,1,1,36,0
20668,13187,46,4,556653,1,10,1,6,1,1,0,1,1,41,0
20669,2459,32,1,122750,7,12,2,6,3,0,0,1,1,21,0
20670,15047,63,2,110104,1,10,6,6,4,1,1,1,1,41,0
20671,27405,19,2,426837,11,4,0,2,5,0,0,1,1,41,4
20672,5812,45,2,215480,1,10,2,7,0,1,0,1,1,21,21
20673,28602,41,2,478206,0,14,0,3,5,0,1,1,1,41,0
20674,12790,29,2,68022,0,14,2,3,0,0,1,1,1,41,0
20675,2341,34,2,169270,0,14,1,3,1,0,0,15025,1,41,6
20676,6195,54,2,249348,7,12,2,6,0,0,0,1,1,41,1
20677,25595,51,5,304956,0,14,1,5,1,0,0,1,1,61,0
20678,6002,68,2,166592,1,10,2,13,4,1,1,1849,1,100,0
20679,10239,25,2,197667,0,14,0,1,0,0,1,1,1,41,0
20680,777,32,2,302680,1,10,0,9,0,0,0,1,1,61,0
20681,9816,59,2,200317,1,10,1,7,1,0,0,1,1,41,0
20682,8711,34,2,327113,3,15,1,1,1,0,0,1,1,61,0
20683,7,64,1,104627,10,16,1,3,1,0,0,3104,1,33,0
20684,583,34,2,479601,5,11,0,4,4,1,1,1,1,41,0
20685,30112,34,2,183613,1,10,1,7,1,0,0,1,1,21,0
20686,1016,34,2,26974,7,12,1,10,2,0,1,1,1,41,0
20687,1392,34,2,504726,2,8,1,7,1,0,0,3465,1,41,4
20688,6023,53,4,182857,3,15,0,3,0,0,0,10521,1,46,0
20689,2491,34,2,219620,3,15,1,3,1,0,0,15025,1,41,0
20690,18978,47,2,206890,0,14,6,0,0,0,1,1,1,26,0
20691,15190,57,2,226986,6,13,1,4,1,0,0,1,1,51,0
20692,3257,32,2,207538,1,10,2,6,3,0,0,1,1670,51,0
20693,21,55,2,302147,1,10,4,4,4,1,1,1,1,21,0
20694,21189,45,2,101215,0,14,2,5,4,0,0,1,1,45,0
20695,27496,20,2,243942,5,11,0,5,3,3,1,1,1722,26,0
20696,6889,54,2,214692,0,14,1,3,1,0,0,1,1,81,0
20697,12551,38,3,39208,1,10,0,0,0,0,0,1,1,41,0
20698,32455,37,1,109134,0,14,1,5,1,0,0,1,1,51,0
20699,32479,65,0,222967,8,5,1,4,2,1,1,1,1,41,0
20700,16959,27,2,105060,4,6,1,6,1,0,0,1,1,21,0
20701,7880,53,2,127750,1,10,1,7,1,0,0,1,1,51,0
20702,32222,51,2,177897,9,17,1,3,1,0,0,1,1,41,0
20703,20666,39,2,156729,0,14,1,0,1,0,0,1,1,57,0
20704,16249,31,2,131700,1,10,2,7,0,0,0,1,1,41,0
20705,27531,20,2,472808,13,3,0,2,5,0,0,1,1,53,4
20706,2683,39,2,91858,1,10,2,4,5,0,0,1,1,41,0
20707,1300,42,2,187432,1,10,0,9,0,1,0,1,1,41,0
20708,17630,34,2,136332,1,10,1,2,1,0,0,1,1,41,0
20709,9893,31,2,214994,1,10,1,6,1,0,0,1,1,41,0
20710,7750,50,2,52185,1,10,1,9,1,0,0,1,1,41,0
20711,14290,36,2,188070,0,14,1,5,1,0,0,1,1,61,0
20712,30488,56,0,181642,5,11,2,3,0,1,1,1,1,38,0
20713,13184,45,2,219156,6,13,1,5,1,0,0,1,1,41,0
20714,27796,49,1,219022,10,16,1,3,1,0,0,1,1,36,0
20715,3460,36,1,263082,5,11,0,4,0,1,0,1,1,85,0
20716,4327,23,2,119743,1,10,0,5,0,0,1,1,1,41,0
20717,10039,23,2,184814,5,11,0,0,3,0,0,1,1,41,0
20718,20568,74,2,336008,0,14,1,3,1,0,0,1,2247,41,0
20719,5021,56,1,129787,1,10,1,6,1,0,0,1,1,56,0
20720,19439,23,2,116801,6,13,0,11,3,0,0,1,1,61,0
20721,18650,24,4,336011,0,14,0,0,0,0,0,1,1,33,0
20722,13690,40,3,82623,0,14,0,0,0,0,0,1,1,46,0
20723,5399,33,2,53261,1,10,2,4,4,4,1,1,1,29,0
20724,9897,77,2,93126,1,10,1,5,1,0,0,1425,1,25,0
20725,9928,36,1,280571,1,10,1,1,1,0,0,1,1,36,0
20726,469,20,2,264877,1,10,0,2,3,0,0,1,1,41,0
20727,31935,19,2,217744,2,8,0,5,3,0,1,1,1,41,0
20728,27588,21,2,204642,5,11,0,4,3,0,0,1,1,41,0
20729,7421,44,4,225979,5,11,1,6,1,1,0,1,1,41,0
20730,29152,21,2,289406,5,11,0,5,3,0,0,1,1603,16,0
20731,15079,31,2,174202,5,11,0,6,3,0,0,1,1,41,0
20732,5370,91,4,227797,3,15,1,1,1,0,0,20052,1,61,0
20733,62,49,2,149641,1,10,1,7,1,0,0,1,1,41,0
20734,13497,31,2,342731,1,10,0,3,0,0,0,1,1,36,0
20735,15653,37,2,150043,1,10,0,0,3,0,1,1,1,41,0
20736,20590,26,2,141707,5,11,0,0,0,0,1,1,1,41,0
20737,865,28,2,102143,6,13,0,10,0,0,0,1,1,41,0
20738,10294,41,2,211939,12,7,0,7,0,0,0,1,1,41,0
20739,5230,51,2,68899,7,12,1,11,1,0,0,1,1,41,0
20740,10020,22,2,232570,1,10,0,2,0,0,0,1,1,41,0
20741,11258,40,2,204159,5,11,1,5,1,0,0,5179,1,61,0
20742,1740,45,4,178418,1,10,1,11,3,0,0,1,1,41,0
20743,4968,42,2,397347,5,11,1,5,1,0,0,1,1,51,0
20744,7243,37,4,285866,0,14,0,0,0,1,1,1,1,41,0
20745,19025,48,2,155660,5,11,1,6,1,0,0,7689,1,56,0
20746,25564,20,2,64113,15,9,0,0,0,0,1,1,1,41,0
20747,9460,50,0,354530,5,11,0,0,0,0,1,1,1,41,0
20748,19422,42,4,213020,3,15,2,3,4,0,1,1,1,41,0
20749,10925,23,2,285776,7,12,0,6,3,0,0,1,1,41,0
20750,5865,25,2,190294,0,14,0,3,0,0,1,1,1,41,0
20751,23160,41,2,291809,1,10,2,11,0,1,1,1,1,41,0
20752,6690,56,2,140064,1,10,2,0,0,0,1,1,1,41,0
20753,13612,28,2,289148,1,10,0,9,3,0,1,1,1,41,0
20754,7626,54,2,108837,4,6,1,7,1,0,0,1,1,41,0
20755,21669,53,2,168002,3,15,2,3,0,0,1,1,1,41,0
20756,19569,48,2,76035,5,11,1,4,1,0,0,1,1,58,0
20757,27106,33,2,117964,1,10,1,2,1,0,0,1,1,46,0
20758,646,32,4,402090,1,10,2,0,4,0,1,1,1,41,0
20759,9643,65,1,289742,5,11,1,5,1,0,0,1,1,21,0
20760,28623,34,2,157447,2,8,0,6,0,0,0,1,1,66,0
20761,15883,22,2,243922,1,10,0,4,3,0,0,1,1,41,0
20762,186,55,2,59841,1,10,2,2,0,0,0,1,1,46,0
20763,13972,52,2,129302,4,6,1,7,1,0,0,1,1,46,0
20764,1692,20,2,375078,1,10,0,5,3,0,0,1,1,51,0
20765,5547,44,2,111484,5,11,1,5,1,0,0,7299,1,41,0
20766,8455,37,2,224532,5,11,0,4,0,0,0,1,1,41,0
20767,864,34,2,80946,1,10,1,9,1,0,0,1,1,41,0
20768,31332,30,2,123678,1,10,1,9,2,2,1,1,1,41,19
20769,20510,37,4,223434,7,12,1,11,1,0,0,1,1,54,0
20770,27759,18,2,317703,12,7,0,5,3,1,1,1,1,16,0
20771,23574,30,2,176724,5,11,0,5,4,0,1,1,1,26,0
20772,14052,41,0,456111,2,8,2,7,4,0,1,1,1,53,0
20773,26404,51,2,138271,1,10,1,5,2,1,1,1,1,41,0
20774,14616,23,2,293137,5,11,0,4,3,0,1,1,1,31,0
20775,12576,63,2,77885,1,10,1,5,1,2,0,1,1,41,12
20776,2559,44,2,149671,5,11,1,0,2,0,1,4065,1,16,0
20777,13358,34,1,141119,10,16,1,3,2,0,1,1,1,56,0
20778,25033,38,2,122494,1,10,1,7,1,0,0,1,1,46,0
20779,14583,59,5,112946,10,16,0,3,0,0,0,27829,1,41,0
20780,10525,24,2,188506,0,14,0,4,3,0,1,1,1,26,0
20781,27293,27,1,31144,1,10,1,1,1,0,0,1,1,46,0
20782,15953,31,4,177829,0,14,4,3,0,0,0,1,1,41,0
20783,11496,50,2,144515,1,10,1,0,1,0,0,1,1,41,0
20784,24040,28,2,118231,5,11,0,0,3,0,1,1,1,41,0
20785,16222,20,2,156619,1,10,0,4,3,0,1,1,1603,21,0
20786,4279,45,2,214782,3,15,1,3,1,0,0,1,1,46,0
20787,20021,19,2,276541,15,9,0,5,3,1,1,1,1,16,0
20788,29051,21,2,122972,5,11,0,5,3,0,0,1,1,36,0
20789,5209,24,2,115459,5,11,1,5,1,0,0,1,1,41,0
20790,4263,43,2,165816,7,12,1,6,1,0,0,1,1,41,0
20791,26837,38,3,197285,5,11,0,0,3,0,0,1,1,41,0
20792,24185,48,2,105274,0,14,6,6,4,1,1,6498,1,41,0
20793,13348,35,4,226444,5,11,1,11,1,0,0,1,1,41,0
20794,5603,57,3,97214,0,14,0,0,0,0,1,1,1,61,0
20795,20927,26,2,176163,0,14,0,2,3,0,0,1,1,41,0
20796,32452,33,2,236319,5,11,1,5,1,0,0,1,1,33,0
20797,12358,36,2,142283,5,11,4,4,4,0,1,1,1,26,0
20798,90,58,2,249978,7,12,1,3,1,0,0,1,1,41,0
20799,30995,41,1,154077,6,13,1,1,1,0,0,1,1,61,0
20800,5899,24,2,200090,5,11,1,6,5,0,0,1,1,41,24
20801,9387,30,2,217201,1,10,1,6,1,0,0,1,1,41,0
20802,770,27,2,171115,5,11,0,8,0,0,1,1,1,39,0
20803,20552,34,4,220431,0,14,1,11,1,1,0,1,1,71,0
20804,3788,53,2,164136,1,10,1,1,1,0,0,1,1,51,0
20805,9659,33,4,232476,0,14,1,3,1,0,0,1,1,51,0
20806,26389,31,2,156719,5,11,4,0,0,0,1,1,1,41,0
20807,15234,40,2,179138,1,10,0,0,0,0,1,1,1,41,0
20808,1575,53,2,208138,7,12,1,0,1,0,0,1,1,41,0
20809,3420,23,2,341369,5,11,0,4,0,0,0,1,1,51,0
20810,24808,34,2,238003,4,6,1,7,5,0,0,1,1,41,4
20811,13124,24,2,181558,1,10,0,4,3,1,0,1,1,26,0
20812,19679,23,2,189889,1,10,1,5,1,0,0,1,1,46,0
20813,15514,52,0,82505,5,11,1,1,1,0,0,1,1,41,0
20814,3596,50,2,289708,1,10,2,1,4,0,0,1,1,61,0
20815,8436,54,4,196396,0,14,1,3,1,1,0,1,1,41,0
20816,24121,20,2,170721,1,10,0,5,3,0,0,1,1,21,0
20817,10886,34,2,97940,6,13,2,9,0,0,1,1,1,43,0
20818,27438,62,2,203446,5,11,6,0,5,0,1,1,1,41,0
20819,1,51,1,83312,0,14,1,1,1,0,0,1,1,14,0
20820,14725,40,4,102954,1,10,1,4,1,0,0,1,1,41,0
20821,11358,21,2,200090,2,8,0,8,5,0,0,1,1,37,24
20822,4106,41,2,238330,0,14,0,5,0,0,1,1,1,46,0
20823,8436,68,2,154036,1,10,6,2,5,1,0,1,1,33,0
20824,2776,27,2,188768,0,14,0,5,3,0,0,1,1,41,0
20825,19449,38,2,225505,3,15,0,5,0,0,0,1,1,51,0
20826,8878,31,2,158689,1,10,1,9,1,0,0,1,1,41,0
20827,20468,58,2,195877,1,10,1,6,1,0,0,1,1,41,0
20828,11701,68,5,411008,1,10,6,1,0,0,1,15832,1,41,0
20829,30889,18,2,169156,15,9,0,4,3,0,0,1,1,36,0
20830,3091,36,2,420041,1,10,2,0,0,0,0,1,1,41,0
20831,6523,49,2,205101,0,14,1,5,1,0,0,100000,1,81,0
20832,13437,43,2,203543,1,10,0,6,0,0,0,1,1,41,0
